,Type,Year,Mo,Country,Latitude,Longitude,Total Deaths,Total Death Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Mag,Maximum Water Height (m)
73,TS,1996.0,1.0,Indonesia,0.729,119.931,9.0,1.0,63.0,2.0,1.2,2.0,,3.43
74,TS,1996.0,1.0,Greece,38.367,22.083,,,,,,1.0,,2.0
75,TS,1996.0,1.0,Russia,54.05,159.43,,,,,,1.0,,30.0
76,TS,1996.0,2.0,Indonesia,-0.891,136.952,164.0,3.0,432.0,2.0,4.2,2.0,,7.7
77,TS,1996.0,2.0,Peru,-9.593,-79.587,12.0,1.0,57.0,2.0,,1.0,,5.04
78,TS,1996.0,2.0,Mexico,15.978,-98.07,,,,,,,,0.1
79,TS,1996.0,4.0,Switzerland,46.73,7.97,,,,,,,,0.5
80,TS,1996.0,6.0,USA,51.564,-177.632,,,,,,,,0.51
81,TS,1996.0,6.0,USA,51.478,-176.847,,,,,,,,0.18
82,TS,1996.0,9.0,Japan,31.555,139.931,,,,,,,,0.3
83,TS,1996.0,9.0,Chile,-22.118,-113.436,,,,,,,,0.09
84,TS,1996.0,9.0,Taiwan,21.898,121.498,,,,,,,,0.11
85,TS,1996.0,10.0,Japan,30.568,131.093,,,,,,,,0.2
86,TS,1996.0,10.0,Japan,31.885,131.468,,,,,,1.0,,0.55
87,TS,1996.0,11.0,Peru,-14.993,-75.675,14.0,1.0,560.0,3.0,,4.0,,0.4
88,TS,1996.0,12.0,Japan,31.789,131.314,,,,,,,,0.2
89,TS,1997.0,3.0,New Caledonia,-21.7,168.0,,,,,,,,2.0
90,TS,1997.0,4.0,Honduras,13.1,-87.6,,,,,0.3,1.0,,15.0
91,TS,1997.0,4.0,Australia,,,,,,,,,,
92,TS,1997.0,4.0,Solomon Islands,-12.584,166.676,,,,,,1.0,,3.0
93,TS,1997.0,7.0,Venezuela,10.598,-63.486,81.0,2.0,522.0,3.0,81.0,4.0,,
94,TS,1997.0,9.0,Japan,31.959,141.878,,,,,,,,0.03
95,TS,1997.0,10.0,Tonga,-22.1,-176.77,,,,,,,,0.1
96,TS,1997.0,12.0,Russia,54.841,162.035,,,,,,,,8.0
97,TS,1997.0,12.0,Russia,54.841,162.035,,,,,,1.0,,8.0
98,TS,1997.0,12.0,Montserrat,16.72,-62.18,,,,,,,,3.0
99,TS,1998.0,3.0,Norway,61.183,5.267,,,,,,2.0,,6.0
100,TS,1998.0,3.0,Antarctica,-62.877,149.527,,,,,,,,0.01
101,TS,1998.0,5.0,Taiwan,22.306,125.308,,,,,,,,0.13
102,TS,1998.0,5.0,Japan,39.027,143.441,,,,,,,,0.01
103,TS,1998.0,7.0,Guinea,-2.943,142.582,1636.0,4.0,1000.0,3.0,,3.0,,15.03
104,TS,1998.0,11.0,Indonesia,-2.071,124.891,41.0,1.0,107.0,3.0,200.0,4.0,,2.75
105,TS,1999.0,1.0,Montserrat,16.722,-62.18,,,,,,,,2.0
106,TS,1999.0,8.0,Turkey,40.76,29.97,17118.0,4.0,50000.0,4.0,20000.0,4.0,,2.52
107,TS,1999.0,9.0,French Polynesia,-10.52,-138.67,,,,,,1.0,,8.0
108,TS,1999.0,11.0,Vanuatu,-16.423,168.214,10.0,1.0,100.0,2.0,,3.0,,6.6
109,TS,2000.0,1.0,Philippines,5.1,120.15,,,,3.0,,3.0,,20.0
110,TS,2000.0,4.0,Greece,34.22,25.69,,,,,,,,0.5
111,TS,2000.0,5.0,Indonesia,-1.105,123.573,46.0,1.0,264.0,3.0,30.0,4.0,,6.0
112,TS,2000.0,6.0,Australia,-13.802,97.453,,,,,,,,0.3
113,TS,2000.0,7.0,Japan,34.221,139.131,1.0,1.0,,3.0,,1.0,,0.07
114,TS,2000.0,7.0,Japan,34.319,139.26,,,10.0,1.0,,1.0,,0.07
115,TS,2000.0,7.0,Japan,33.901,139.376,,,1.0,1.0,,1.0,,0.14
116,TS,2000.0,11.0,USA,34.5,-120.65,,,,,,1.0,,4.6
117,TS,2000.0,11.0,Guinea,-4.001,152.327,2.0,1.0,,,,2.0,,3.0
118,TS,2000.0,11.0,Greenland,70.25,-52.75,,,,,,1.0,,50.0
119,TS,2000.0,,Russia,45.12,36.7,,,,,,,,
120,TS,2001.0,1.0,El Salvador,13.049,-88.66,844.0,3.0,4723.0,4.0,753.0,4.0,,0.25
121,TS,2001.0,6.0,Peru,-16.265,-73.641,103.0,3.0,2713.0,4.0,200.0,4.0,,8.8
122,TS,2001.0,10.0,Canada,52.63,-132.2,,,,,,,,0.11
123,TS,2001.0,12.0,Taiwan,23.954,122.734,,,,,,,,0.12
124,TS,2002.0,1.0,Vanuatu,-17.6,167.856,,,,2.0,,1.0,,3.0
125,TS,2002.0,3.0,Philippines,6.033,124.249,15.0,1.0,100.0,2.0,1.714,2.0,,3.0
126,TS,2002.0,3.0,Greece,36.45,28.2,,,,,,1.0,,4.0
127,TS,2002.0,3.0,Japan,23.346,124.09,,,,,,,,0.05
128,TS,2002.0,3.0,Taiwan,24.279,122.179,5.0,1.0,200.0,3.0,,2.0,,0.2
129,TS,2002.0,9.0,Guinea,-3.26,142.94,4.0,1.0,70.0,2.0,,3.0,,5.5
130,TS,2002.0,9.0,India,13.036,93.068,2.0,1.0,,,,2.0,,
131,TS,2002.0,10.0,Indonesia,-1.757,134.297,8.0,1.0,632.0,3.0,,3.0,,5.0
132,TS,2002.0,11.0,New Zealand,-44.7,169.2,,,,,,,,
133,TS,2002.0,12.0,Italy,38.789,15.213,,,,2.0,,2.0,,10.9
134,TS,2003.0,1.0,Solomon Islands,-10.491,160.77,,,,,,,,2.0
135,TS,2003.0,1.0,Mexico,18.77,-104.104,29.0,1.0,300.0,3.0,,3.0,,0.61
136,TS,2003.0,5.0,Algeria,36.964,3.634,2266.0,4.0,10261.0,4.0,5000.0,4.0,,3.0
137,TS,2003.0,5.0,Algeria,36.939,3.578,9.0,1.0,200.0,3.0,,2.0,,0.08
138,TS,2003.0,7.0,Montserrat,16.722,-62.18,,,,,,1.0,,4.0
139,TS,2003.0,8.0,New Zealand,-45.104,167.144,,,,,,1.0,,0.15
140,TS,2003.0,9.0,Japan,41.815,143.91,2.0,1.0,849.0,3.0,90.0,4.0,,4.4
141,TS,2003.0,10.0,Japan,37.812,142.619,,,,,,,,0.32
142,TS,2003.0,11.0,USA,51.146,178.65,,,,,,1.0,,0.33
143,TS,2003.0,12.0,New Caledonia,-22.107,169.35,,,,,,,,0.15
144,TS,2004.0,1.0,Indonesia,-3.12,127.4,,,,,,,,
145,TS,2004.0,2.0,Jordan,31.675,35.551,,,4.0,1.0,,2.0,,1.0
146,TS,2004.0,9.0,Japan,33.07,136.618,,,4.0,1.0,,1.0,,0.63
147,TS,2004.0,9.0,Japan,33.184,137.071,,,40.0,1.0,,1.0,,0.93
148,TS,2004.0,11.0,Canada,49.277,-128.772,,,,,,,,0.06
149,TS,2004.0,11.0,Indonesia,-8.152,124.868,34.0,1.0,400.0,3.0,,3.0,,2.0
150,TS,2004.0,11.0,Guadeloupe,15.679,-61.706,,,,,,,,0.7
151,TS,2004.0,11.0,New Zealand,-46.676,164.721,,,,,,,,
152,TS,2004.0,11.0,Japan,43.006,145.119,,,24.0,1.0,,2.0,,0.12
153,TS,2004.0,12.0,Australia,-49.312,161.345,,,,,,,,0.3
154,TS,2004.0,12.0,Indonesia,3.316,95.854,227899.0,4.0,,3.0,10000.0,4.0,,50.9
155,TS,2005.0,1.0,Japan,34.064,141.491,,,,,,,,0.39
156,TS,2005.0,2.0,Guadeloupe,15.775,-61.744,,,,,,,,
157,TS,2005.0,3.0,Indonesia,2.085,97.108,1313.0,4.0,340.0,3.0,,4.0,,4.2
158,TS,2005.0,4.0,Indonesia,-1.644,99.607,,,,,,,,0.4
159,TS,2005.0,6.0,USA,41.301,-125.97,,,,,,,,0.1
160,TS,2005.0,8.0,Japan,38.276,142.039,,,56.0,2.0,,1.0,,0.05
161,TS,2005.0,11.0,Japan,38.107,144.896,,,,,,,,0.42
162,TS,2005.0,12.0,Canada,,,,,,,,,,0.08
163,TS,2006.0,1.0,USA,,,,,,,,1.0,,9.0
164,TS,2006.0,3.0,Indonesia,-3.595,127.214,4.0,1.0,,,1.0,2.0,,3.5
165,TS,2006.0,5.0,Tonga,-20.187,-174.123,,,1.0,1.0,,1.0,,0.27
166,TS,2006.0,5.0,Montserrat,16.722,-62.18,,,,,,1.0,,1.0
167,TS,2006.0,6.0,Spain,40.0,3.83,,,,,33.0,4.0,,6.0
168,TS,2006.0,7.0,Indonesia,-9.254,107.411,802.0,3.0,498.0,3.0,55.0,4.0,,20.9
169,TS,2006.0,8.0,South Korea,,,1.0,1.0,,,,,,
170,TS,2006.0,9.0,Samoa,-16.592,-172.033,,,,,,,,0.08
171,TS,2006.0,10.0,USA,19.878,-155.935,,,,3.0,,2.0,,0.1
172,TS,2006.0,11.0,Russia,46.592,153.266,,,1.0,1.0,,2.0,,21.9
173,TS,2006.0,12.0,China,21.799,120.547,2.0,1.0,40.0,1.0,,1.0,,0.07
174,TS,2007.0,1.0,Russia,46.243,154.524,,,,,,,,0.4
175,TS,2007.0,3.0,Vanuatu,-20.617,169.357,,,,,,,,0.08
176,TS,2007.0,3.0,Japan,37.336,136.588,1.0,1.0,150.0,3.0,,3.0,,0.1
177,TS,2007.0,3.0,South Korea,,,4.0,1.0,,,2.0,2.0,,1.65
178,TS,2007.0,4.0,Solomon Islands,-8.46,157.044,52.0,2.0,,,,3.0,,12.1
179,TS,2007.0,4.0,Chile,-45.285,-72.606,10.0,1.0,,,,1.0,,50.0
180,TS,2007.0,5.0,Bulgaria,43.0,29.0,,,,,,1.0,,3.0
181,TS,2007.0,5.0,Guinea,-5.52,148.121,,,,,,1.0,,10.0
182,TS,2007.0,7.0,Japan,37.57,138.478,9.0,1.0,1088.0,4.0,,3.0,,
183,TS,2007.0,8.0,Russia,47.116,141.798,2.0,1.0,12.0,1.0,,1.0,,3.2
184,TS,2007.0,8.0,USA,51.307,-179.971,,,,,,,,0.03
185,TS,2007.0,8.0,Peru,-13.386,-76.603,514.0,3.0,1090.0,4.0,,4.0,,10.05
186,TS,2007.0,9.0,Solomon Islands,-11.61,165.762,,,,,,,,0.05
187,TS,2007.0,9.0,Indonesia,-4.438,101.367,25.0,1.0,161.0,3.0,,3.0,,5.0
188,TS,2007.0,9.0,New Zealand,-49.418,163.954,,,,,,,,0.35
189,TS,2007.0,11.0,Chile,-22.247,-69.89,2.0,1.0,65.0,2.0,,3.0,,0.28
190,TS,2007.0,11.0,Martinique,14.944,-61.274,,,,,,,,
191,TS,2007.0,12.0,Canada,49.475,-121.847,,,,,,1.0,,38.0
192,TS,2007.0,12.0,KERMADEC ISLANDS,-25.996,-177.514,,,,,,,,0.03
